QtrYear,Qtr,County,JMS,Capacity,Beds,Deaths,Bookings,Releases,Measure,Total,Male,Female,Other Gender,Black,Native American,Other Race,White,Unknown Race,Non-Hispanic,Hispanic,Unknown Ethnicity,Not Available
2020,1,El Paso,Beacon JMS v9.2.39,1837,1837,1,5161,5356,Municipal Charge,152,115,37,0,37,5,0,110,0,112,31,9,
2020,1,El Paso,Beacon JMS v9.2.39,1837,1837,1,5161,5356,Administrative Segregation,116,102,14,0,36,1,0,79,0,79,23,14,
2020,1,El Paso,Beacon JMS v9.2.39,1837,1837,1,5161,5356,Competency Evaluation,0,0,0,0,0,0,0,0,0,0,0,0,Numbers N/A for Q1.  We are setup to have them for Q2.
2020,1,El Paso,Beacon JMS v9.2.39,1837,1837,1,5161,5356,Average Daily Population,1703,1365,338,1,364,18,11,1299,8,1178,409,115,
2020,1,El Paso,Beacon JMS v9.2.39,1837,1837,1,5161,5356,Average LOS Felonies,56,61,41,0,64,51,33,55,49,57,55,57,
2020,1,El Paso,Beacon JMS v9.2.39,1837,1837,1,5161,5356,Felony Releases,12299,9143,3156,0,2293,127,120,9720,39,8721,2754,824,
2020,1,El Paso,Beacon JMS v9.2.39,1837,1837,1,5161,5356,Average LOS Misdemeanors,28,29,28,9,31,15,84,27,21,30,26,24,
2020,1,El Paso,Beacon JMS v9.2.39,1837,1837,1,5161,5356,Misdemeanor Releases,7173,5126,2046,1,1396,56,90,5564,67,4827,1700,646,
2020,1,El Paso,Beacon JMS v9.2.39,1837,1837,1,5161,5356,Homeless,283,233,50,0,58,3,3,219,0,216,46,21,
2020,1,Logan,New World,120,120,0,1748,1731,Number of inmates,106,91,15,0,0,0,0,0,106,0,0,106,
2020,1,Logan,New World,120,120,0,1748,1731,Sentenced,4,3,1,0,0,0,0,0,4,0,0,4,
2020,1,Logan,New World,120,120,0,1748,1731,Unsentenced - Hold,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Logan,New World,120,120,0,1748,1731,Unsentenced - No Hold,102,88,14,0,0,0,0,0,102,0,0,102,
2020,1,Logan,New World,120,120,0,1748,1731,Unsentenced - No Hold Felonies,78,70,8,0,0,0,0,0,78,0,0,78,
2020,1,Logan,New World,120,120,0,1748,1731,Unsentenced - No Hold Misdemeanors,24,18,6,0,0,0,0,0,24,0,0,24,
2020,1,Logan,New World,120,120,0,1748,1731,Municipal Charge,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Logan,New World,120,120,0,1748,1731,Administrative Segregation,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Logan,New World,120,120,0,1748,1731,Competency Evaluation,3,1,2,0,0,0,0,0,3,0,0,3,
2020,1,Logan,New World,120,120,0,1748,1731,Average Daily Population,114,91,15,0,0,0,0,0,114,0,0,114,
2020,1,Logan,New World,120,120,0,1748,1731,Average LOS Felonies,180,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Logan,New World,120,120,0,1748,1731,Felony Releases,0,0,0,0,0,0,0,0,0,0,0,0,Not Available at this time
2020,1,Logan,New World,120,120,0,1748,1731,Average LOS Misdemeanors,3,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Logan,New World,120,120,0,1748,1731,Misdemeanor Releases,0,0,0,0,0,0,0,0,0,0,0,0,Not Available at this time
2020,1,Logan,New World,120,120,0,1748,1731,Homeless,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Baca,None,26,26,0,34,30,Number of inmates,7,6,1,0,2,0,0,5,0,7,0,0,
2020,1,Baca,None,26,26,0,34,30,Sentenced,1,0,1,0,0,0,0,1,0,1,0,0,
2020,1,Baca,None,26,26,0,34,30,Unsentenced - Hold,4,4,0,0,1,0,0,3,0,4,0,0,
2020,1,Baca,None,26,26,0,34,30,Unsentenced - No Hold,2,2,0,0,1,0,0,1,0,2,0,0,
2020,1,Baca,None,26,26,0,34,30,Unsentenced - No Hold Felonies,2,2,0,0,1,0,0,1,0,2,0,0,
2020,1,Baca,None,26,26,0,34,30,Unsentenced - No Hold Misdemeanors,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Baca,None,26,26,0,34,30,Municipal Charge,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Baca,None,26,26,0,34,30,Administrative Segregation,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Baca,None,26,26,0,34,30,Competency Evaluation,2,2,0,0,0,0,0,2,0,2,0,0,
2020,1,Baca,None,26,26,0,34,30,Average Daily Population,7,6,1,0,0.18,0,0,6.53,0,0,0.61,0,
2020,1,Baca,None,26,26,0,34,30,Average LOS Felonies,20.33,27.04,12.21,0,44,0,0,20.82,0,21.74,15.5,0,
2020,1,Baca,None,26,26,0,34,30,Felony Releases,53,33,20,0,1,0,6,35,11,36,6,11,
2020,1,Baca,None,26,26,0,34,30,Average LOS Misdemeanors,6.66,8.25,3.83,0,27.33,0,1,7.44,0,7.7,6.37,0,
2020,1,Baca,None,26,26,0,34,30,Misdemeanor Releases,111,99,12,0,7,0,16,86,2,93,16,2,
2020,1,Baca,None,26,26,0,34,30,Homeless,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,San Miguel,Spillman Flex,32,32,0,55,66,Number of inmates,8,7,1,0,1,0,2,5,0,6,2,0,
2020,1,San Miguel,Spillman Flex,32,32,0,55,66,Sentenced,1,1,0,0,0,0,0,1,0,1,0,0,
2020,1,San Miguel,Spillman Flex,32,32,0,55,66,Unsentenced - Hold,7,6,1,0,1,0,2,4,0,5,2,0,
2020,1,San Miguel,Spillman Flex,32,32,0,55,66,Unsentenced - No Hold,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,San Miguel,Spillman Flex,32,32,0,55,66,Unsentenced - No Hold Felonies,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,San Miguel,Spillman Flex,32,32,0,55,66,Unsentenced - No Hold Misdemeanors,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,San Miguel,Spillman Flex,32,32,0,55,66,Municipal Charge,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,San Miguel,Spillman Flex,32,32,0,55,66,Administrative Segregation,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,San Miguel,Spillman Flex,32,32,0,55,66,Competency Evaluation,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,San Miguel,Spillman Flex,32,32,0,55,66,Average Daily Population,9,6,3,0,2,0.03,2,4,0.56,7,2,0,
2020,1,San Miguel,Spillman Flex,32,32,0,55,66,Average LOS Felonies,18,25,11,0,4,2,0,90,0,79,17,0,
2020,1,San Miguel,Spillman Flex,32,32,0,55,66,Felony Releases,96,84,12,0,4,2,0,90,0,79,17,0,
2020,1,San Miguel,Spillman Flex,32,32,0,55,66,Average LOS Misdemeanors,7,9,5,0,2,5,1,181,0,172,17,0,
2020,1,San Miguel,Spillman Flex,32,32,0,55,66,Misdemeanor Releases,189,133,56,0,2,5,1,181,0,172,17,0,
2020,1,San Miguel,Spillman Flex,32,32,0,55,66,Homeless,8,6,2,0,0,0,0,8,0,8,0,0,
2020,1,Gunnison,Omnigo (ITI),85,85,0,647,655,Number of inmates,17,15,2,0,0,0,0,17,0,15,2,0,
2020,1,Gunnison,Omnigo (ITI),85,85,0,647,655,Sentenced,9,8,1,0,0,0,0,9,0,9,0,0,
2020,1,Gunnison,Omnigo (ITI),85,85,0,647,655,Unsentenced - Hold,1,1,0,0,0,0,0,1,0,0,1,0,
2020,1,Gunnison,Omnigo (ITI),85,85,0,647,655,Unsentenced - No Hold,7,6,1,0,0,0,0,7,0,6,1,0,
2020,1,Gunnison,Omnigo (ITI),85,85,0,647,655,Unsentenced - No Hold Felonies,6,6,0,0,0,0,0,6,0,5,1,0,
2020,1,Gunnison,Omnigo (ITI),85,85,0,647,655,Unsentenced - No Hold Misdemeanors,1,0,1,0,0,0,0,1,0,1,0,0,
2020,1,Gunnison,Omnigo (ITI),85,85,0,647,655,Municipal Charge,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Gunnison,Omnigo (ITI),85,85,0,647,655,Administrative Segregation,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Gunnison,Omnigo (ITI),85,85,0,647,655,Competency Evaluation,1,1,0,0,0,0,0,1,0,1,0,0,
2020,1,Gunnison,Omnigo (ITI),85,85,0,647,655,Average Daily Population,22,18,4,0,1,0,0,21,0,0,2,0,
2020,1,Gunnison,Omnigo (ITI),85,85,0,647,655,Average LOS Felonies,0,0,0,0,0,0,0,0,0,0,0,0,Estimated to be 6 months but this Omnigo system does not allow for a report on this.
2020,1,Gunnison,Omnigo (ITI),85,85,0,647,655,Felony Releases,0,0,0,0,0,0,0,0,0,0,0,0,655 releases but no way to determine between felony and misdemeanor
2020,1,Gunnison,Omnigo (ITI),85,85,0,647,655,Average LOS Misdemeanors,0,0,0,0,0,0,0,0,0,0,0,0,estimated to be 15 days but this Omnigo system does not allow for a report on this.
2020,1,Gunnison,Omnigo (ITI),85,85,0,647,655,Misdemeanor Releases,0,0,0,0,0,0,0,0,0,0,0,0,655 releases but no way to determine between felony and misdemeanor
2020,1,Gunnison,Omnigo (ITI),85,85,0,647,655,Homeless,1,1,0,0,0,0,0,1,0,1,0,0,
2020,1,Montezuma,Eforce,104,104,0,517,495,Number of inmates,122,97,25,0,2,52,0,62,6,103,9,10,
2020,1,Montezuma,Eforce,104,104,0,517,495,Sentenced,13,12,1,0,0,2,0,10,1,12,0,1,
2020,1,Montezuma,Eforce,104,104,0,517,495,Unsentenced - Hold,25,19,6,0,1,4,0,19,1,19,4,2,
2020,1,Montezuma,Eforce,104,104,0,517,495,Unsentenced - No Hold,84,66,18,0,1,46,0,33,4,72,5,7,
2020,1,Montezuma,Eforce,104,104,0,517,495,Unsentenced - No Hold Felonies,0,0,0,0,0,0,0,0,0,0,0,0,The MCSO JMS is unable to provide the reports for this information(Report in development)
2020,1,Montezuma,Eforce,104,104,0,517,495,Unsentenced - No Hold Misdemeanors,0,0,0,0,0,0,0,0,0,0,0,0,The MCSO JMS is unable to provide the reports for this information(Report in development)
2020,1,Montezuma,Eforce,104,104,0,517,495,Municipal Charge,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Montezuma,Eforce,104,104,0,517,495,Administrative Segregation,10,10,0,0,1,3,0,5,1,9,0,1,
2020,1,Montezuma,Eforce,104,104,0,517,495,Competency Evaluation,3,2,1,0,0,1,0,2,0,3,0,0,
2020,1,Montezuma,Eforce,104,104,0,517,495,Average Daily Population,108,85,23,0,0,0,0,0,0,0,0,0,The MCSO JMS provides daily pop. not male/female race or ethnicity(Report in development
2020,1,Montezuma,Eforce,104,104,0,517,495,Average LOS Felonies,0,0,0,0,0,0,0,0,0,0,0,0,The MCSO JMS is unable to provide the reports for this information(Report in development)
2020,1,Montezuma,Eforce,104,104,0,517,495,Felony Releases,0,0,0,0,0,0,0,0,0,0,0,0,The MCSO JMS is unable to provide the reports for this information(Report in development)
2020,1,Montezuma,Eforce,104,104,0,517,495,Average LOS Misdemeanors,0,0,0,0,0,0,0,0,0,0,0,0,The MCSO JMS is unable to provide the reports for this information(Report in development)
2020,1,Montezuma,Eforce,104,104,0,517,495,Misdemeanor Releases,0,0,0,0,0,0,0,0,0,0,0,0,The MCSO JMS is unable to provide the reports for this information(Report in development)
2020,1,Montezuma,Eforce,104,104,0,517,495,Homeless,0,0,0,0,0,0,0,0,0,0,0,0,The MCSO JMS is unable to provide the reports for this information(Report in development)
2020,1,Pueblo,Spillman,780,509,0,1901,1843,Number of inmates,651,499,152,0,0,0,0,0,0,0,0,0,
2020,1,Pueblo,Spillman,780,509,0,1901,1843,Sentenced,169,0,0,0,0,0,0,0,0,0,0,0,"JMS does not currently break down ""sentenced"" by gender/race/ethnicity"
2020,1,Pueblo,Spillman,780,509,0,1901,1843,Unsentenced - Hold,49,0,0,0,0,0,0,0,0,0,0,0,"JMS does not currently break down ""sentenced"" by gender/race/ethnicity"
2020,1,Pueblo,Spillman,780,509,0,1901,1843,Unsentenced - No Hold,433,0,0,0,0,0,0,0,0,0,0,0,"JMS does not currently break down ""sentenced"" by gender/race/ethnicity"
2020,1,Pueblo,Spillman,780,509,0,1901,1843,Unsentenced - No Hold Felonies,308,0,0,0,0,0,0,0,0,0,0,0,"JMS does not currently break down ""sentenced"" by gender/race/ethnicity"
2020,1,Pueblo,Spillman,780,509,0,1901,1843,Unsentenced - No Hold Misdemeanors,125,0,0,0,0,0,0,0,0,0,0,0,"JMS does not currently break down ""sentenced"" by gender/race/ethnicity"
2020,1,Pueblo,Spillman,780,509,0,1901,1843,Municipal Charge,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Pueblo,Spillman,780,509,0,1901,1843,Administrative Segregation,39,25,14,0,1,0,0,38,0,18,21,0,
2020,1,Pueblo,Spillman,780,509,0,1901,1843,Competency Evaluation,7,7,0,0,1,0,0,6,0,6,1,0,
2020,1,Pueblo,Spillman,780,509,0,1901,1843,Average Daily Population,660,515,145,0,0,0,0,0,0,0,0,0,JMS does not currently break down ADP by race/ethnicity
2020,1,Pueblo,Spillman,780,509,0,1901,1843,Average LOS Felonies,41,0,0,0,0,0,0,0,0,0,0,0,JMS does not currently break down by gender/race/ethnicity
2020,1,Pueblo,Spillman,780,509,0,1901,1843,Felony Releases,0,0,0,0,0,0,0,0,0,0,0,0,JMS does not currently break down by felony/misd
2020,1,Pueblo,Spillman,780,509,0,1901,1843,Average LOS Misdemeanors,30,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Pueblo,Spillman,780,509,0,1901,1843,Misdemeanor Releases,0,0,0,0,0,0,0,0,0,0,0,0,JMS does not currently break down by felony/misd
2020,1,Pueblo,Spillman,780,509,0,1901,1843,Homeless,158,122,36,0,0,0,0,0,0,0,0,0,JMS does not currently break down by race/ethnicity
2020,2,Rio Grande,Crimestar,14,49,0,123,111,Number of inmates,14,11,3,0,0,0,0,14,0,3,11,0,
2020,2,Rio Grande,Crimestar,14,49,0,123,111,Sentenced,6,5,1,0,0,0,0,6,0,0,6,0,
2020,2,Rio Grande,Crimestar,14,49,0,123,111,Unsentenced - Hold,3,1,2,0,0,0,0,3,0,0,3,0,
2020,2,Rio Grande,Crimestar,14,49,0,123,111,Unsentenced - No Hold,5,5,0,0,0,0,0,5,0,3,2,0,
2020,2,Rio Grande,Crimestar,14,49,0,123,111,Unsentenced - No Hold Felonies,4,4,0,0,0,0,0,4,0,3,1,0,
2020,2,Rio Grande,Crimestar,14,49,0,123,111,Unsentenced - No Hold Misdemeanors,1,1,0,0,0,0,0,1,0,0,1,0,
2020,2,Rio Grande,Crimestar,14,49,0,123,111,Municipal Charge,0,0,0,0,0,0,0,0,0,0,0,0,
2020,2,Rio Grande,Crimestar,14,49,0,123,111,Administrative Segregation,0,0,0,0,0,0,0,0,0,0,0,0,
2020,2,Rio Grande,Crimestar,14,49,0,123,111,Competency Evaluation,0,0,0,0,0,0,0,0,0,0,0,0,
2020,2,Rio Grande,Crimestar,14,49,0,123,111,Average Daily Population,31,24,7,0,0,0,0,31,0,10,21,0,
2020,2,Rio Grande,Crimestar,14,49,0,123,111,Average LOS Felonies,234,172,62,0,2,4,0,215,0,94,120,0,Avg LOS 21 Days
2020,2,Rio Grande,Crimestar,14,49,0,123,111,Felony Releases,214,152,62,0,2,4,0,208,0,132,82,0,
2020,2,Rio Grande,Crimestar,14,49,0,123,111,Average LOS Misdemeanors,378,266,112,0,3,12,0,363,0,140,238,0,Avg LOS 13 Days
2020,2,Rio Grande,Crimestar,14,49,0,123,111,Misdemeanor Releases,372,263,109,0,3,12,0,357,0,233,139,0,
2020,2,Rio Grande,Crimestar,14,49,0,123,111,Homeless,0,0,0,0,0,0,0,0,0,0,0,0,
2020,2,Park,Jail Tracker,255,200,0,137,153,Number of inmates,25,22,3,0,3,0,7,15,0,18,7,0,
2020,2,Park,Jail Tracker,255,200,0,137,153,Sentenced,2,2,0,0,0,0,0,2,0,2,0,0,
2020,2,Park,Jail Tracker,255,200,0,137,153,Unsentenced - Hold,19,17,2,0,3,0,7,9,0,12,7,0,
2020,2,Park,Jail Tracker,255,200,0,137,153,Unsentenced - No Hold,4,3,1,0,0,0,0,4,0,4,0,0,
2020,2,Park,Jail Tracker,255,200,0,137,153,Unsentenced - No Hold Felonies,2,2,0,0,0,0,0,2,0,2,0,0,
2020,2,Park,Jail Tracker,255,200,0,137,153,Unsentenced - No Hold Misdemeanors,2,1,1,0,0,0,0,2,0,2,0,0,
2020,2,Park,Jail Tracker,255,200,0,137,153,Municipal Charge,0,0,0,0,0,0,0,0,0,0,0,0,
2020,2,Park,Jail Tracker,255,200,0,137,153,Administrative Segregation,0,0,0,0,0,0,0,0,0,0,0,0,
2020,2,Park,Jail Tracker,255,200,0,137,153,Competency Evaluation,0,0,0,0,0,0,0,0,0,0,0,0,
2020,2,Park,Jail Tracker,255,200,0,137,153,Average Daily Population,40,32,9,0,3,0,9,28,0,31,9,0,
2020,2,Park,Jail Tracker,255,200,0,137,153,Average LOS Felonies,32,39,14,0,0,0,0,0,0,0,0,0,The rest of these fields are not tracked fields with our JMS.
2020,2,Park,Jail Tracker,255,200,0,137,153,Felony Releases,0,0,0,0,0,0,0,0,0,0,0,0,This data is not tracked data with our JMS
2020,2,Park,Jail Tracker,255,200,0,137,153,Average LOS Misdemeanors,13,14,9,0,0,0,0,0,0,0,0,0,The rest of these fields are not tracked fields with our JMS.
2020,2,Park,Jail Tracker,255,200,0,137,153,Misdemeanor Releases,0,0,0,0,0,0,0,0,0,0,0,0,Our JMS does not separate felony vs misdemeanor releases.
2020,2,Park,Jail Tracker,255,200,0,137,153,Homeless,0,0,0,0,0,0,0,0,0,0,0,0,
2020,1,Denver,TAG,2417,2417,1,8174,8303,Number of inmates,1789,1532,257,0,496,21,15,1217,40,1021,519,249,
